date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-02-12 00:00:00,9.3,7.3,13.6,0,,278,13.7,,1017.2,
2025-02-13 00:00:00,7.8,3.9,14.4,0,,277,7.3,,1022,
2025-02-14 00:00:00,8.7,5.8,15.9,0,,349,4.6,,1019.8,
2025-02-15 00:00:00,8.8,6.2,15.5,0,,29,5.4,,1014.9,
2025-02-16 00:00:00,10.1,6.2,17.9,0,,344,7.6,,1014.4,
2025-02-17 00:00:00,9.1,5.7,14.9,0,,8,6.3,,1016.8,
2025-02-18 00:00:00,10.3,8.3,17,0,,28,7.3,,1013.2,
2025-02-19 00:00:00,10.8,8.5,16.2,0,,231,5.6,,1019.7,
2025-02-20 00:00:00,10.1,6.1,16.9,0,,251,5.6,,1026.2,
2025-02-21 00:00:00,10.9,8.2,16.3,0.5,,164,9.4,,1021.3,
2025-02-22 00:00:00,9.3,6.9,14.6,0,,270,9.1,,1021.8,
2025-02-23 00:00:00,8.1,4.7,15.4,0,,312,6.3,,1029.5,
2025-02-24 00:00:00,9,5.4,15.2,0,,219,8.5,,1029.2,
2025-02-25 00:00:00,9.8,7.1,13.9,0,,275,14,,1025.1,
2025-02-26 00:00:00,6.7,3.7,13.2,0,,293,6.2,,1027.4,
2025-02-27 00:00:00,7.4,5.3,13.5,1.9,,51,5.6,,1020.1,
2025-02-28 00:00:00,9.3,6.1,16,2,,47,10.6,,1016.1,
2025-03-01 00:00:00,7.2,4,10.8,12,,34,14.4,,1017,
2025-03-02 00:00:00,3.4,2.5,4.9,17.6,,34,17.1,,1021.4,
2025-03-03 00:00:00,7.1,4.9,10.4,14.3,,43,15.4,,1018.2,
2025-03-04 00:00:00,9.4,7.5,14,2.1,,48,12.5,,1017.2,
2025-03-05 00:00:00,9.3,8.5,13,4.4,,47,13.3,,1017.1,
2025-03-06 00:00:00,10.1,8.5,13.2,16.1,,86,10.9,,1014.1,
2025-03-07 00:00:00,9.8,8.7,12,21.9,,139,14.1,,1011.7,
2025-03-08 00:00:00,8.7,5.7,11.2,13.8,,164,20,,1001,
2025-03-09 00:00:00,5.6,4.1,10.3,3.6,,192,11.7,,1000.8,
2025-03-10 00:00:00,7.1,5.8,11.5,23.5,,162,10.6,,1001.6,
2025-03-11 00:00:00,8.3,6.2,10.6,7.5,,225,15.8,,1000.9,
2025-03-12 00:00:00,7.8,4.2,12.8,0,,252,14.1,,1004.8,
2025-03-13 00:00:00,6.5,4.3,11.6,4.7,,93,8.9,,998.7,
2025-03-14 00:00:00,,4.1,10.4,0,,,,,,
2025-03-15 00:00:00,,1.1,10.6,6.7,,,,,,
2025-03-16 00:00:00,,4.1,11.6,0.4,,,,,,
2025-03-17 00:00:00,,4.2,9.4,16.7,,,,,,
2025-03-18 00:00:00,,6.2,11.4,20.9,,,,,,
2025-03-19 00:00:00,,8.1,16.6,0,,,,,,
2025-03-20 00:00:00,,9.3,16.1,27.6,,,,,,
2025-03-21 00:00:00,,6.3,11.8,14.5,,,,,,
2025-03-22 00:00:00,6.5,5,10.9,2.3,,230,21.6,,1008.3,
2025-03-23 00:00:00,6.4,3.8,12.3,0,,293,12.9,,1010,
2025-03-24 00:00:00,7.4,4.3,14,4.8,,305,9.5,,1016.5,
2025-03-25 00:00:00,8.8,6.2,15.9,0,,14,9.9,,1021.9,
2025-03-26 00:00:00,9.2,5.2,15.2,0,,34,7.6,,1021.7,
2025-03-27 00:00:00,8.7,4.3,16.1,0,,67,6.6,,1018.2,
2025-03-28 00:00:00,9.8,6.2,18.4,0,,352,7.1,,1018.8,
2025-03-29 00:00:00,9.8,6.2,19.3,0,,32,9.7,,1021.8,
2025-03-30 00:00:00,9.6,2.1,17.8,0,,50,10.7,,1022.3,
2025-03-31 00:00:00,12.9,6.2,20.7,0,,40,7.5,,1018.4,
2025-04-01 00:00:00,13.5,6.8,19.9,0,,279,7.7,,1009.4,
2025-04-02 00:00:00,13.2,7.7,18.4,1.7,,232,11.6,,1003.8,
2025-04-03 00:00:00,10.3,8.5,11.8,29.9,,109,10.9,,1011.3,
2025-04-04 00:00:00,11.4,8.8,15.8,23.5,,156,16.1,,1009.1,
2025-04-05 00:00:00,11.3,7.9,16,0,,233,12.1,,1014.4,
2025-04-06 00:00:00,12.1,6.3,17.2,0,,230,5,,1015.4,
2025-04-07 00:00:00,13.5,6.8,20.2,0,,340,6.1,,1018,
2025-04-08 00:00:00,15.2,8.3,22.4,0,,71,6.8,,1020.1,
2025-04-09 00:00:00,15.3,8.9,21.3,0,,65,6.6,,1017.8,
2025-04-10 00:00:00,15.3,9.4,21.3,0,,67,11.6,,1016.3,
2025-04-11 00:00:00,13,9.2,17.6,2.8,,77,13.2,,1015.3,
2025-04-12 00:00:00,13.1,8.9,17.9,0.8,,173,7.1,,1011.3,
2025-04-13 00:00:00,13.1,9.4,18.4,1,,252,6.3,,1010.2,
2025-04-14 00:00:00,11.8,9.3,15.2,0.8,,229,13.1,,1007.5,
2025-04-15 00:00:00,8.6,6.4,11.1,3.7,,253,15.3,,1006.4,
2025-04-16 00:00:00,7.9,3.7,12,1.9,,268,15.4,,1013.7,
2025-04-17 00:00:00,,,,,,,,,,
2025-04-18 00:00:00,,,,,,,,,,
2025-04-19 00:00:00,,,,,,,,,,
2025-04-20 00:00:00,,,,,,,,,,
2025-04-21 00:00:00,,,,,,,,,,
2025-04-22 00:00:00,,,,,,,,,,
2025-04-23 00:00:00,13.5,6.6,20.1,0,,85,6.6,,1022.9,
2025-04-24 00:00:00,16.4,9.3,23.6,0,,64,6.2,,1019.8,
2025-04-25 00:00:00,17.6,10.8,24.4,0,,341,9.8,,1015.1,
2025-04-26 00:00:00,16.3,12,20.9,0,,11,13,,1017.6,
2025-04-27 00:00:00,14.5,7.6,20.8,0,,53,12.2,,1022.3,
2025-04-28 00:00:00,15.6,8.7,22.1,0,,76,11.6,,1020.2,
2025-04-29 00:00:00,16.2,10,22.3,0,,92,14.7,,1016.6,
2025-04-30 00:00:00,15.2,9.9,21,3.3,,95,15.2,,1014.6,
2025-05-01 00:00:00,15.4,10.8,20.6,8.5,,100,7.3,,1014.8,
2025-05-02 00:00:00,14.8,11.2,19.2,17.4,,125,10.7,,1012.2,
2025-05-03 00:00:00,13.9,9.8,18.8,0.7,,206,9.4,,1015,
2025-05-04 00:00:00,12.8,9.8,15.8,3.1,,227,12.6,,1012.9,
2025-05-05 00:00:00,12.3,8.8,16.5,9.8,,283,10.2,,1012.4,
2025-05-06 00:00:00,11.4,6.6,15.8,0,,58,9,,1014.5,
2025-05-07 00:00:00,12.3,6,18.3,0.1,,54,9.4,,1014,
2025-05-08 00:00:00,12.7,9,16.8,7.7,,57,8.1,,1010.9,
2025-05-09 00:00:00,12.8,7.9,17.5,0.8,,229,11.4,,1011,
2025-05-10 00:00:00,12.8,9.6,16.7,7.6,,198,12.5,,1010.5,
2025-05-11 00:00:00,12.4,7.2,17.7,0,,256,10.4,,1013.2,
2025-05-12 00:00:00,12.5,6.1,18.1,0.1,,287,8.4,,1014.8,
2025-05-13 00:00:00,13.8,7.2,20.3,0,,298,6.6,,1012.9,
2025-05-14 00:00:00,14.2,9.9,19.2,4.9,,82,6.9,,1014.2,
2025-05-15 00:00:00,13.9,10.3,17.7,3.4,,11,9,,1016.7,
2025-05-16 00:00:00,15.8,8.1,22.8,0,,349,7.2,,1017.3,
